aproxima	exc damente entre diciembre
aproxima	hter
aproxima	mayo
aproxima	tte entre diciembre
aproximada	bisk abuelo
aproximada	cañandonga
aproximada	degustar
aproximada	familia
aproximada	hy kraa chorida
aproximada	wakkwi nen inferior
aproximarse	arco kwaana
aproximarse	ukketoo
apófisis	chacha
ara	araña
ara	auna
ara	basura
ara	neac
ara	nom nom escoba
arc	bric mucho
ares	coral
arittukra	bonisa
arma	kwiiwita cera cazadora
armadi	azúc llo koobru sijbrida
armadi	waasu koroda
arti	cé
arti	ión
articula	ción
articula	cé
ase	contr deroso
ase	serenar
asegurar	atemori
asegurar	mowii
asen	miento
asen	timiento
asen	vrbtrs tostar granos
asenti	afirmación
asenti	miento
asesi	asolar
asesi	exterminar
asesi	jaike nar
aseve	te
aspecto	dado
así	mono
ata	juugku
ata	tecriya eleocharis mu
atemorizarse	asustarse
att	ranu
atti	gowi
auricu	ar
ave	aglios at cheraare
ave	batata
ave	bochere
ave	briggera chondrohieex uncinatus
ave	bukkachu campylorhynchus
ave	cabello kwiikra
ave	carrao
ave	cero
ave	chicaloa
ave	cl joojo
ave	galápago
ave	garrapatica
ave	gatopardo
ave	guardacaminos
ave	gwajbri saarasakka
ave	hypnelus raficollis
ave	joochochi
ave	juuntu momotus moa
ave	juuntukcera bula ruficauda
ave	kaggakwa
ave	kaggwakwa
ave	kajpimpiro
ave	kochere
ave	krogkrero campephilas
ave	kukkwa chu chordeiles acutipennis
ave	kwaagkwari
ave	leptodon cayanensis
ave	lojkattodaggera
ave	mare
ave	nyctidromus al
ave	objetos largos gruuta
ave	ojoso
ave	owciowe
ave	paaligru ortalis garrala
ave	pai pai
ave	partir
ave	picar
ave	pierna barbalito
ave	pooñig
ave	ro aramides
ave	roj aramides cajanea
ave	romper creer cortejar moo
ave	rukku otus choliba
ave	squamma carpintero
ave	toontato
ave	ussuussu
ave	waagko
ave	wikkrasu aicrastur semitorquatus
ave	árboles covador
avispa	eléc bocachico
avispa	tábanc waasu koroda
awat	aturdidamente
awat	pasmadamente
aye	bejuquillo
aye	tizón
aye	verja
añoj	extenderse
añoj	imp dasa beporar
baarbaka	barbaca
baarbaka	malva
babilla	bagre
babilla	bal zoo bot kajbrikati
bar	badense
bar	nom
bas	véanse guras
baño	barba
bebidas	babilla
bee	añña
bee	biikra
bee	dichooro
bee	dichorittu
bee	intg dónde
bee	kwitta
bej	no
bejaco	kallo koroda gouania polygama
bejkaa	bienestar
bejkaa	prosperidad
bejkaa	waa
bejuco	bienpa ugwa
bejuco	cydista lilacina kccgwi cauchera
bejuco	maññakra desmoncus anthos
bejuco	tannikra baukrinia glabra
bembra	hígado
bes	como
bes	desaparecer
bes	desvanecer
bii	biikrananta
bii	biikunanta
bii	kragorí
bii	krananta
bii	ss kragori
bii	ukk tikkwi
biilu	mico
biiya	cuento
biiya	historia
biiya	no cuesta
biiya	nom narración
biiya	taara loc nadie
biiyan	dewe
biiyan	leopardus wiedii
biiyan	rdus pardalis
biiyan	tigrillo puma yagouaroundi
bijlad	ni cuánto
bila	mana
bila	saíino
billber	gi
binniki	binnikika kaaga
binniki	chinchilin
binniki	cómo amanecimos
binniki	cómo estás
biser	vri estar bien
bitt	puerco
bitta	waagra
bitta	weagra emnaka
bittakra	tres ma
bla	tapaculo
bla	és
blando	gruuke
blo	mosca real
bojnika	vrb
bol	beckara
bol	dajrekko
bol	meckara ampelocera tula
bollo	redondo
bot	blanca wakkcro hura crepitans
bot	ca maasicha
bot	horcón
bot	quito tujgabru
bot	rujgaka
bot	sonti
bot	st árbolñaakrini
bou	bledo
bou	polvillo
bra	brabrada
braa	bra trb
braa	braate brate vrb
braa	clasificador
braa	clasificados
braa	impar
braa	otro
braateriya	reunión
brakka	gr bra
bran	no sé cómo amaneceré
bre	bres
bree	kwa
bree	objetos grandes
bree	refiriéndose seres humanos
bree	riéx macizos
bree	yac animales grandes
breekriga	vrb
breekwa	vrb
breew	vrb yacer acostado
brii	ar
brii	clasificador
brii	clasificador ma macondo
brii	ef
brii	imp tcycemekenta
brii	kweckkwe
brii	macizo
brii	pl bol
brii	tos grandes cóncavos
brii	yori
brii	zf
briikanakke	estim nisa
brikki	detrás
brikkianna	no vrb
broo	brona
bujes	carauta
bukka	yerno
bukkra	asog
bukkra	buukrajooni
bukkra	joonawa
bukkra	kaapato
bukkra	raasonti
bukkra	rakkwata
bukkra	uttu
bun	an bien consumible jaru
buti	yaya
butt	persuadir
butt	recomendar
butt	vr aconsejar
butte	pelar
buu	rari
buul	ette butteriya
buul	nc pensamiento tradición
buurama	cuando quiera
buurama	nom buw riñón
buurama	siempre
cabalgar	caballete
cacique	pcenarikraa
cada	canto
cai	makwati
cai	sog
cai	uma
caja	nea
cal	ceiba roja
cal	cor fragmentarse
cal	eros
cala	biiyu
cala	calabacito
cala	ciertas frutas
cala	guartinaja
cala	nomc kweeru
cala	owerisw canast cho
cala	tivabl bazos
calabazo	bonga majagua
caldo	camino ruuña
cami	nan erguidos
cami	objetos largos naajgriga
can	aguas explayas
cangrejo	canilla
cangrejo	cañón
canti	bre dad
canti	cón dad
car	in thaginensis
car	nnensis
carac	suero
caracte	ekkeda
caracte	guiar
caracte	kolla
caracte	nulekwa gota btrs ncaminar
cari	batará
cariaco	avekrcc bot mibis caye
carní	voro conepatus semistriatas
cases	num esta dos
cases	objetos
casi	dtr num todo
casi	todos
castiga	fresco
castigo	cenizo
catutikkwi	iigkri
cau	chirrío
cau	coquetear
cau	provocar
cau	retar
cer	ant cano
cera	cascabel
ceram	al bycidae
cerca	hamaca
cervi	mazama
cerámi	cc cos
chaa	cómo
chaa	qué
chachi	chi zoo bot
chiicho	chicho
chiicho	chimila
chiicho	chiquita
chiiso	chiso
chiiso	chiva
chiiso	venado
chivato	cha bot zoc
cho	chiimila
cho	nom rida
chorotto	ardita
chuj	monstruo caníbal delas historias
cica	didae
cier	males
ciertos	bres
ciertos	pe mino
cinta	no vrb
cionar	aparatos
cior	cambiarla
cior	convertir
cié	tiya
cla	junco
clarida	ditis cóncavos briiteyeemekenta
clasi	kraakweeri
clasi	macizo
clasi	pequeño
clasi	po grande
clasi	rca grande
clasi	és ficar
clasifica	pequeño
clavícu	redondos wa
cls	kwa clasif cls alos
cobertura	cuero mesa cabelludo
cobertura	árbolmanta
col	ciertos animales arbóreos
col	gado
cola	auxiliar
cola	rar
cole	hter
cole	sguardo issa oristunna
collin	sit
color	bledo
color	catabre
color	ruunta runta
com	br pletitud
com	objetos ung planos
com	tiva pletitud
como	alacranes
como	ciempiés
como	grillos
como	tiigruti mantis
compartir	dividir
completamente	conduci jara
completamente	owi
completi	plantas
completi	tud
comporta	candeli miento aate
comporta	caney
comprome	terse maritalmente
comu	nales
confund	concha
confund	congo
conoc	verano
cons	chotiws
conser	cera
conserva	mental
consistencia	oda
constela	iones
contar	copey wiiyakago
contener	prunnimata
convisos	kanne kanne
cor	goler descuartizar animales corag
cor	macanear
cor	rié tar selva
corporal	kwa clasificador
correr	costoso wawa
cosecha	animal kiirikiiriwa
cotia	hear palabra
cour	baril
cquiv	mojarra amarilla
cquiv	praata
cre	lloro
criatu	cé
crío	ropa waggajiita
cua	tre vrbint tem trabajar
cuc	halla tropezar
cucarrón	gaapu
cucarrón	kcesa kosa
cue	kaaraare
cuen	an fincas
cuen	bosques
cuen	cultivos
cuer	liligowi
cuer	nudadas
cuer	objetos
cuerpo	angosto
cuerpo	eirregular liikwecri
cuerpo	keera cla
cuerpo	largo
cuerpo	ma
cuerpo	pequeño briitoye
cuerpo	rabia
cuerpo	rudeza
cuerpo	suumisu furia
cuerpo	ti clasificador
cuerpo	tii clasificador
cul	guerra
culi	calabazos
culi	cubiertos
culi	dos como ollas
culi	os
culi	pocillos
culti	ce vrbtrs bujm estrujar
culti	kkiitikk vadas
cumbrera	curiosid arq
cumpli	naja
curcu	palizadas
curcu	veranillo
cwagowi	pagar
cyclocar	carmicera
cyclocar	cascabef
cyclocar	jooweju
cyclocar	pum ney jukka redonda
cás	éruto
cómo	relampagucar enla lejanía
cón	sl cavo progkri
daj	nariz
dakka	infección
dakka	pus
dappi	generalmente
dappi	pr saltar
debe	ellos ya nel llegaron
deca	okko na bint ntrar
decan	timplora
dedo	illo
dedo	kokkwa
dedo	kokkwa akkagala
dedo	kokkwa maapren ññari
dedo	piper ambellatam al jaabreraasekra
dee	manteca
dee	mazamorra
dee	panela
def	quinina
def	época laqueza
dejar	estar jissanckaa
dejar	moo
dejar	mooye
del	bittalorakccra
del	camajón sterculia apetala
del	cañaguate
del	dukkwakikkra
del	esparcir achiote
del	gaggwrakikkra
del	gaggwratowa
del	guasale
del	hacha
del	iro
del	jaakratoro
del	joññokwakra
del	kattukwadaggera
del	kon dedo anular
del	krooei
del	kuwimanta
del	mismo sexo
del	mundo humano
del	muru isa ita
del	numirintala
del	parentesco
del	rio
del	siudakra phaseolus vulgaris
del	tabrakka
del	tío
del	tío conejo
del	uklra occipucio
del	verde akkwabot nisa
del	véanse guras
del	wiisawi
del	wissa
del	yaaula
del	yama duusa duusa
demacrado	lakati
demacrado	lakatika
deman	esfuerzo
den	sión
dendro	cida
dendro	danzar
deno	aj
deno	akkwa vit rar
deno	anda diciendo mentiras
deno	anda hablando
deno	ar carencia
deno	aún llegado
deno	discutir
deno	incinerar
deno	maíz verde
deno	no
deno	prender fuego nt rarse
deno	reñir
deno	suele vrb robar
deno	waachate
deno	werituukate
denotaque	sobre
departa	kiter martica
departa	luci puyo delaf martica
des	arc tino final
des	armadillo
des	armadillo moján
des	bajar cl ánimo
des	cansar
des	casacaminata zoo yuniriya
des	cé
des	dasypus novemcinctus
des	dentado dasypus novemcinctus
des	desdicha
des	desestimular
des	dicha
des	equív
des	especie uurudero
des	likicwa garrados
des	linwiyera
des	liter nuestra madre
des	llo moján
des	mes
des	mimar
des	mocida
des	nuestros
des	quiv
des	reposar
des	rula
des	sutti
des	vrb
des	weaniani
desa	significar
desbordar	desért agua
desfalle	cimiento
desfalle	cé
desgra	maíz
despla	akkwa
desplazarse	yu
desplazarse	yuu
deu	anamú
deu	bautizar
deu	cadillo
deu	iv waaseewi fotografiar
dichot	cadena
did	ardita
diente	dijukka
diferen	tes especies puma yagouaroundi
dig	cuchillo
dig	mazamorra
dih	encía
dih	muela
dii	koggo kwekkwe
diiy	aguas grandes
diiyo	nompr
diiyo	prést
diiyo	throps mannar
dij	diente
din	corazoncillo
din	raicilla
dina	sacudirse
dio	ette koroda
dis	esposa
dis	esposo
dis	paral
dista	cerbatana
distin	diferenciarse
distin	guirse
doler	obje wec
domes	cryp tica
domes	ponche
domes	simón
domes	sut ciert suusu
domesti	coclada
domés	pato
domés	rada
domést	azabache
domést	moteno
domést	negro
domésti	acuartelar
doo	malo
doochito	diosito
doowe	dem escuchar
dor	lucero
dor	músculo gemelo na
dor	wa
dormi	espiga
dose	bledo blanco
dose	mono
dose	num co uno
dose	objetos
dose	principio montari menos
dose	ro
dose	sommo
dose	verdolaga
dujbranakaa	riwa
dujt	echar
dujt	tamarindo silvestre
dura	flor dekajkuusagra
durant	oír
duranteel	diggasa
duut	así pasé mi día
ebano	elev bot
ecena	kokkwa kwcerini
ecena	kokkwa kwecerini
ecena	kokkwa maññari
ecena	kokkwa sooweda
ecena	índice kokkwa akkagala
eegowaya	coclada
eekawi	alimentar
eekowaya	ponchera
eero	gallineta
efender	kisatuwi
ego	maltratar
egowi	odear
ejk	propio
ejme	vr allá
ejni	ai sangre
ekuna	moka ekuna piirogoye
ele	veckri
ello	tamarindo
embria	borrachera
embria	mencador
empk	aunq
empk	padre
enamo	ha rar
enamo	seducir
encogién	armadillo
engendrar	enjaulado
ennaka	chicharra
ennaka	nom contrapietra
enumerar	kwakwita
envidi	ref yettatuwi
equ	currucuchú
equir	figar criar niños
ere	chinchorro
erpiente	jiwectowaya grutta mastiodryas pleri
erythro	canto
erythro	kochere
erythro	lazo
erythro	us
escorpión	loopo
escorpión	paagwa
escu	lenta
escu	mia
esp	ensoñación
esp	santo
esp	sueño
espa	acá
espa	ciales
espa	iales
español	ette
espe	groonto
espe	gwragga
espe	miiwiti
espe	puerco
espe	rtuga kinosternon
espe	thag asustarse
espe	to
espe	todirostrum ni ad riceps
espe	wiña
especie	chicharrón
especie	roote
especiede	wiinti
est	desenterrar
esta	yaamenconiwaa
estac	agujeta
estac	sombecro
estado	makkratuuriwaa
estante	canastos
estante	rías
estar	acción
estar	achiote
estar	acorralar
estar	animales
estar	animales grandes
estar	animales que
estar	balanceándose
estar	bot firicnd
estar	dokka
estar	jcerikaa
estar	jissancka
estar	jissanckaa
estar	kejmeta
estar	mayor guuri
estar	mokri
estar	naakati
estar	naakatika
estar	objetos
estar	objetos largos brectakri
estar	objetos macizos
estar	objetos mo
estar	ocupa robo
estar	oenganchando
estar	om sooweda
estar	ri
estar	tc animales grandes
estar	ukka menor maññari
estar	yaka
estar	yanwa
estar	árboles
este	nea
este	suegro
ette	indios
ette	país
ette	región
ettesa	puerco
ewa	prést
excel	bruuruwakra phaseolus
excremento	ganta clasificador
expre	pa
expre	san
exten	ad desagradable
exten	graw dido
exten	pararse
exten	rtado
exten	sentado
exten	yacer
extensi	moció ookiyaalla
extensi	ookiyala
fabricar	fahar
fabricar	yaggriri
fami	bot hiaris
fami	espec lia apodidac
fami	idac
fami	ixodowdca
fami	licidac
fami	oso
fami	primo
famil	ripear
famili	dueños
famili	padres
familia	in psittacidac
famni	pato
famni	vidac
favor	pedir unyaanookwi
ferne	cé
ferne	gerlos
ferne	lia ves
figaraza	kaechuda
figur	bellota
figura	ardita
figura	bija
figura	caney
figura	kreex
figura	palma
fila	roor final jassasakreya
firiénd	ado ini
firiénd	dipputtuda
fissa	guardacaminos
fissa	huyentona
fissa	ramada
fles	contestar
flexi	nompl vrb prést yuca
flexible	bujmisa
flui	foco
fogo	andar
fogo	malambo
fron	zoo dosa
fruto	castilla waacha dukkruwa
fuego	priimub reventarse
fígurars	paletilla
gaabra	bonisa pceñu
gaabra	pecña
gaagawi	casarse
gaagawi	guindar
gaagri	estar colgado
gaagri	objetos
gaala	mofar
gaanage	pelear violentamente
gaaneriya	morada
gaapu	cigarrero
gaapu	ovejero
gaari	alto
gaari	gari goo adj vrb
gaari	grande
gaatu	sobrina
gaau	bocona
gaawa	gaiw vrb
gaawina	gwaaga nadar
gaggwawa	ad gatti
gaggwra	raicilla
gaira	galandria
gajbr	suegra
galli	gallinas
galli	nazo bactris major
galli	pavos
gallina	enano
gallina	kiironumida meleagris
galo	par sag sag
ganta	gen cls suf
garganta	garrapatero
gata	sobrino
gate	bracito
gec	waacha chorida
geco	pckkrutu sijbrida gonetodes albogularis
geco	zoo tod reptiljoogkowellu pckkrutu
gee	awaluitu
gee	cerdo verdadero
gee	miitu
gee	reesa ennaka
gee	saajino
gee	wuda
geen	tugranisa
general	vrb
geni	tales masculinos
giij	wiyettala
giip	alacrán
gite	españoles
gite	guerreros
glan	um
glo	zarza blanca
glo	zarza roja
goc	kora brinne
gotar	jaarowi
gotar	jazro
gouazou	krec bira
govazou	pisa
gra	animales
gra	objetos
gra	radio
gra	taaukul badora
gra	tensis
grabadora	jiilariu
grabadora	jiilariyu
grabadora	taarakakka
grabadora	waacha gracias wecsa kwiiri
grabadora	wecsa kwiiriche
gran	calderos
gran	cóncavos
gran	des felinos al olfatear
gran	ef
gran	huecos como calabazos
gran	les
gran	mico
gregarios	kwi clasificador
grisá	gabriira vilán pequeño
gru	mosa
gru	ms
grue	chicharrita
grugga	desviarse
grutta	respeto
grutta	seriedad
grutta	solemnidad
gruu	respeto
gruu	takakkwi
gruuchakkwi	adulto
gruuchakkwi	anciano
gruuchakkwi	señor
grí	entidades kuuke humanas
grí	num uno
gugga	abastecerse
gui	ensis
guien	difunto
gun	risu kraari
gun	yaau takke
gun	yaau takkesu
gun	yaawak yajgasu gruttari
gutta	gu amanecer
gutteriya	dl morada
guttita	imp
guurisu	ancianos
gwaa	ya
gwajgowanisa	no
gwajgowi	socolar
gwraa	piecito
gwrakkebru	chirrio
habitacio	calabazos
habla	eagasaleka
habla	enlengua indígena
habla	ensangrentado
hablar	pl
había	vrbtrs nada
hace	mee estar colgado balanceándose
hacer	waarigowi
hacerlo	bugre bugregowi
haci	pr kwrcewita
haj	nc bri
haj	raasog
haj	raasonti
haj	rakkwata
halarob	gos
halarob	melón
haleka	abuclito
haleka	cariño
haleka	peenarisu
ham	astr bre kikkradarinisa
har	noa jeta
har	seres humanos kutteycemekenta
hede	flexibles pigotaka
hede	hasta arrancar objetos largos
her	cé
her	ef
her	isa isa mosa
her	mano
her	nana
her	nano
her	oorisu
her	sentari
her	yere ere
hexa	magd sonus
hicador	sin vellosidades
hie	pundungo
hii	chivato
hilo	plantas
hincar	tootuttusu
his	luna
his	rias tradicionales
hnir	han waawaka
hnir	wauka
hoja	vegetal
hor	btrs rciar
hor	caminar imar gukkwa
hor	kitari
hor	ll ca btrs ejar
hor	mangle
hor	prést carnero
hor	ttiwa wi btrs rciar
hori	adentrar dera
hori	animales
hori	huecos pronti
hori	kroggoti
hori	recipientes tiñña
hori	waya owi tal sa
hormiga	diibri
hormiga	traquitraqui
hrni	troncharse
hue	balones
hue	comida cos uggutakri
hue	dejar
hue	nos cos como huevos
hue	significar
hue	tinajas
huma	animales
huma	antiguos
huma	armad dos
huma	os
huma	otros indigenas
huma	pa
huma	peniento indígena
humanoi	des
humi	kicwi pr abrillas
humsi	moowe lis
hydrochae	mana
hydrochae	saíno
icador	ancha
icador	ao carreteable
icador	jiibrekwari
icador	macana
icador	maciza
icador	rabo
icador	taakwanta
icador	tabla dera
ificador	brazo
iglorabribri	nom vástiga
ikwa	bejsumunnaa
imesivo	enana
imie	peón
imper	bonito
imper	ittikogratawa
imper	monse monsetewa
imper	nublado
imper	tarur montañoso
indetermi	años
indus	rob trial
indí	migkre wi tuwi chee
indí	sorghu nas
inferior	wettao
ingerir	tabaco
insec	tos
insecto	cocuyo
insul	frijol
inte	duerme dentro maca
inte	saaragate kissasa
inten	kwee cionalmente
inten	kwekkw cionalmente
interro	emb gativos
interro	negativos
interro	relativos
interro	stivos
inverte	brados como grillos
inverte	casaa racoles
inverte	langostas
irbol	maatukra inga panamensis
iritu	yuuwari
ita	krcemedi
itrik	tierra plana
ittakra	pecho
itti	borrachera
itti	desierto
itti	majagua
itti	ti ittibrajga
ittik	llegar
jaa	estante
jaa	num
jaa	takawa
jaa	zarzo
jaachoteru	achotero
jaakra	bocona
jaakra	cabeza
jaakra	impar
jaakra	krateu om calvo
jaakra	kratoro nom occipucio
jaakra	otro
jaakra	paakraputtu nom calvo
jaakra	plantas
jaakra	sardinita
jaame	venado
jaane	adj encima
jaane	sobre
jaawug	jabón
jabón	gooya
jabón	jo
jabón	job
jac	mtia sp
jachukwa	vrb
jannu	delasc kwane
jannu	llegaron rápido unos hombres
jaratuu	enfadar
jarta	añat kra
jatiki	desde
jatiki	hasta
jatta	al final
jatta	dos ma
jatta	kogg dukkra
jau	vi vrb
jeen	así soñó
jeen	pegar
jegayo	jiikati ahogarse
jennika	vrb
jii	we
jiika	apl st radio
jiika	cuántos hijos tienes oral
jiika	grabadora
jiika	transmisor
jiika	waacha too
jiika	ón taarakakha
jiilariy	noa jiicha
jiina	jiiwa vrb
jiinaka	salir
jissanekaa	joj vrb
jiya	avergonzarse
jiya	sentir pena
jiyakaa	vrb
jna	carreto
jojl	tigre
jonta	hueco
jonta	perforado
joo	estriado
joo	pero
joo	rugoso
joog	joogkowellu
joog	mico
joogko	erguir wella pekktrata
joogkowellu	espada
joogkowellu	lagartija
jooro	ef
jooro	erguido
jooro	estar
jooro	gruposde jo objetos colgados
jooro	impar
jooro	jooromujna num dos
jooro	otro
jooro	proteyeemekenta num cinco
jooro	pundungo
joorodz	ron
jooromaajna	ef
jooromaajna	num jo tres
joowariya	baño
jou	veranillo
joññokwa	pa
jukkrusa	dedo corazón
jukkrusa	konne dedo medio
jun	loorensu
jun	na
jun	tos
jun	uuyama
junco	juventud bot moción
jus	loorensu
jus	uuya
juu	kra
juu	loorensukra
juu	nunca
juu	uuyamakra rbita maxima
juumeriya	arrogero
juumeriya	arroyero
juumeriya	ronda
kaa	bint espirar
kaa	camisa
kaa	circula rakanta
kaa	clasificador
kaa	continentes
kaa	estar
kaa	hoja vegetal
kaa	ia
kaa	impar
kaa	limuttu
kaa	num
kaa	otro
kaa	paapelu
kaa	praata
kaa	ron
kaa	sangregado
kaa	sentirse
kaa	ser
kaa	ta
kaa	taanti nom
kaa	taauku
kaa	tabaco
kaa	tomar aliento
kaa	vrb
kaakri	uma mata
kaakri	uti
kaakri	uukri
kaakri	uumata
kaakri	uupe
kaakri	wuta
kaarataka	kaaratakkewa
kaarataka	rawa
kaata	salir
kaawa	cigarrón
kaawa	horqueta
kaawa	kissuguuri
kaawa	kreepog
kaawa	ookranta
kaawa	palo
kaawa	seññomonte
kaawa	trupillo
kaawuya	cabuya
kacabr	pedir
kacabr	solicitar it
kaj	arc braganisa
kaj	bri
kaj	casearia sp
kaj	crabri
kaj	dassi
kaj	gee
kaj	horqueta dekaj jeenoya
kaj	paagwa ittiya
kaj	raasog
kaj	raasonti
kaj	rakkwata
kaj	ssara
kajbri	bei
kajbri	kujbri
kajbri	opporo
kajbri	rokkrwa
kajbri	rokkwa
kajbri	sg
kajbri	sog
kajbri	ujbri
kajbri	uma
kajbri	waakwati
kajgwra	kuarupretto
kajgwra	nom novakra
kajgwra	paawa russw
kajgwra	patunisa ggwratikiwi
kajkuusagra	detierra
kajkwari	penca
kajnoo	romper monte
kajnoo	tirar
kajsantasantari	vara santa
kak	yuca
kakka	nubarrón
kakka	temporal
kakke	me gustaría
kakke	miiwiti mesa okowiyude
kakkewa	apodo
kan	awx
kan	mit reesaennaka
kan	saajino
kan	tapaculo
kan	tuuda
kannatu	ace bru
kanne	bejuco
kanne	bejuco tierra
kanne	iguana
kanta	no vrb
kassa	hoyador
kassa	hu kassa kassa nom
kassa	krawa
kassa	no diente canino
kassa	nu alanca
kassa	qu manta
kassa	sakkramanta
kassa	sontowa
katti	bitaciones
katti	calabazos
katti	clasificador
katti	falta completitud
katti	habitaciones
katti	habitaciones eq
katti	impar
katti	objetos
katti	otro
katto	calabazos
katto	habitaciones pa
kattu	decra
kattu	dl kwadeera
kattu	sooweda buurari
kattu	sooweda decra
kattu	sooweda deera
kattukwa	deera
kattukwa	keeko daggera
kattukwa	sooweda buurari
kattukwa	sooweda deera
kattulrwa	daggera
kattulrwa	kattulwadeera
kattulrwa	sooweda buurari
kawero	acagúero
kazw	bersattuda
kazw	pela pela becsattuda
keera	extenso
keera	no ancho
keert	que
keert	sólo hilaba algodón
kej	menos
kenne	gkrete
kenne	yumm keya
kii	no hables
kii	nokenta
kii	papaya
kii	simple
kiiri	animal desgraciado
kiirimakkra	co
kiitroga	pante
kisa	ces
kisa	continentes kaamujna objetos
kisa	dos
kisa	jetos anchos
kisa	redondos waamujna
kisa	vrb
kissu	kreepog
kissu	ookranta
kissu	rooro
kissu	suri
kiti	aceituno
kiti	ro
kkwi	vrb
kogg	manilla
kogh	loro
kogkowellu	lagartijas
kokke	despacio
koo	koo
koo	ma bru ennaka
koogra	cla sificador
koogra	familia
koogra	impar
koogra	lom koogramujna
koogra	otro
koogra	tronchar
koogra	vrb koograte
koom	moolakka
koom	moolakku
koom	rela wa
koom	ruchette
koona	pargatera
kopiyo	loba
kraa	adj kran mazorca grande
kraa	clasificador
kraa	ef
kraa	impar
kraa	no perico
kraa	orar
kraa	tra
kraar	liga
kraari	vr nom
kraart	vrb
kraas	cacao
kraas	num no dos
kraggwika	nu vrb
kraj	contrastantes
kranne	clasificados
kranne	fila
kranne	impar
kranne	jtro
kranne	neteyeemekenta jum nco
kranne	sin ramas
kraña	krañagoyc
kraña	nakkan gowi
kree	ef
kree	nudillos
kree	roun dillas
kree	tobillos
kree	vf nom an articulación
kreekakkwi	nom
kreekenta	voluntarioso
kreey	covador
kregkrero	carpinteros
krejkaa	sentirse respaldado
krejkakwa	apoyar
krejkakwa	respaldar
kro	cacique
kroo	toosukroori
kroo	wi
kroori	aya
kroori	kroorimooya
kroori	kroorimooyaka
kroori	toosukroori
kroori	toosukroorí
kroori	waya
kroorimoo	osukroori
kuj	rocodylus sp
kun	morar
kun	naagri vrbint provenir
kun	que
kun	residir
kunzaka	kuusakagatta
kuu	compa
kuu	compadre
kuu	matapiojos
kuu	sakagaabra
kuu	sakagatta
kuukara	mah cha
kuukara	riirituu
kuuti	gow
kwaa	dom kwaati
kwaa	ef
kwaa	impar
kwaa	kwaamujnz
kwaa	kwagw kwaateyeemekenta vrb
